Product_ID,Product_Category,Product_Type,Manufacturer,Manufacturing_Date,Original_Price_INR,Material_Type,Material_Weight_KG,Customer_Region,Usage_Months,Return_Date,Return_Reason,Product_Condition,Collection_Channel,Inspection_Result,Refurbishment_Status,Refurbishment_Cost_INR,Resale_Price_INR,Resale_Channel,Resale_Date,Recycle_Status,Recycled_Weight_KG,Waste_Weight_KG,Carbon_Saved_KG,Lifecycle_Status,Circularity_Rate_Pct,Profit_Margin_INR
EC100929,Home Appliance,Washing Machine,EcoTech,2023-06-15,84197.79,Glass,26.3,Coimbatore,35,2026-04-30,Upgrade,Good,Online Platform,Passed,Not Refurbished,0.0,47798.77,Online Marketplace,2026-06-06,Not Recycled,0.0,23.99,26.14,Resold,25.0,41062.95
EC100930,Electronics,Laptop,GreenMotion,2023-10-30,19089.68,Steel,4.05,Chennai,76,2030-01-26,End of Use,Good,Collection Center,Failed,Not Refurbished,0.0,9394.23,B2B Reseller,2030-03-28,Not Recycled,0.0,3.76,7.77,Resold,25.0,7867.06
EC100931,Automotive,Infotainment Unit,GreenMotion,2025-08-28,57815.42,Copper,65.9,Chennai,50,2029-10-06,Trade-In,Fair,Online Platform,Passed,Not Refurbished,0.0,21013.69,Online Marketplace,2029-10-18,Not Recycled,0.0,56.82,80.41,Resold,25.0,16388.46
EC100932,Home Appliance,Air Conditioner,TerraMotive,2024-11-06,65382.99,Lithium,45.91,Hyderabad,77,2031-03-05,Customer Return,Good,Online Platform,Passed,Refurbished,4098.82,44148.36,Manufacturer Outlet,2031-05-25,Recycled,37.63,7.37,132.24,Resold,90.98,34818.9
EC100933,Electronics,Smartphone,ReGen Industries,2025-03-03,32321.39,Steel,0.77,Chennai,67,2030-09-03,Warranty Return,Good,Corporate Buyback,Passed,Refurbished,2855.09,19302.42,Export Market,2030-09-25,Not Recycled,0.0,0.56,0.59,Resold,40.0,13861.62
EC100934,Industrial Equipment,Sensor Module,NovaWorks,2024-06-22,177807.01,Lithium,34.11,Pune,43,2028-01-03,End of Use,Fair,Retailer,Passed,Refurbished,14055.68,48663.06,Manufacturer Outlet,2028-02-10,Not Recycled,0.0,33.86,38.74,Resold,40.0,20382.82
EC100935,Automotive,EV Battery,NovaWorks,2023-05-09,149272.51,Glass,3.8,Coimbatore,59,2028-03-13,Customer Return,Fair,Collection Center,Passed,Refurbished,15582.47,47700.67,Export Market,2028-05-23,Recycled,2.18,1.21,14.93,Resold,78.68,20176.4
EC100936,Home Appliance,Microwave,TerraMotive,2024-05-07,48736.73,Mixed Materials,8.71,Hyderabad,32,2026-12-23,Warranty Return,Fair,Retailer,Passed,Refurbished,5297.14,17112.92,Export Market,2027-02-20,Not Recycled,0.0,7.05,13.1,Resold,40.0,7916.84
EC100937,Automotive,Infotainment Unit,GreenMotion,2023-10-05,214074.94,Plastic,14.83,Hyderabad,18,2025-03-28,Upgrade,Good,Collection Center,Passed,Refurbished,19459.88,120239.94,Manufacturer Outlet,2025-06-16,Not Recycled,0.0,11.51,18.21,Resold,40.0,83654.06
EC100938,Electronics,Laptop,EcoTech,2024-05-07,103292.18,Aluminum,2.54,Hyderabad,36,2027-04-22,Warranty Return,Good,Collection Center,Passed,Not Refurbished,0.0,48699.95,Online Marketplace,2027-05-03,Not Recycled,0.0,2.32,3.9,Resold,25.0,40436.58
EC100939,Home Appliance,Vacuum Cleaner,EcoTech,2024-12-20,67700.82,Mixed Materials,39.17,Delhi,52,2029-03-29,Trade-In,Good,Online Platform,Passed,Refurbished,5695.33,32168.38,B2B Reseller,2029-05-05,Not Recycled,0.0,31.06,58.7,Resold,40.0,21056.98
EC100940,Electronics,Smartphone,TerraMotive,2023-12-28,60085.68,Aluminum,3.76,Hyderabad,60,2028-12-01,Trade-In,Good,Collection Center,Passed,Refurbished,3920.27,27384.76,Export Market,2029-02-07,Not Recycled,0.0,3.64,3.16,Resold,40.0,18657.64
EC100941,Electronics,Laptop,NovaWorks,2025-04-30,58973.04,Aluminum,1.15,Bengaluru,78,2031-09-26,End of Use,Fair,Collection Center,Passed,Refurbished,2890.69,16721.84,Retail Store,2031-12-07,Not Recycled,0.0,1.03,1.8,Resold,40.0,9113.31
EC100942,Automotive,Alternator,CircularX,2022-04-09,130599.8,Plastic,20.69,Delhi,75,2028-06-06,Warranty Return,Fair,Corporate Buyback,Passed,Refurbished,7046.23,50163.72,Retail Store,2028-08-06,Not Recycled,0.0,17.2,29.09,Resold,40.0,32669.51
EC100943,Home Appliance,Washing Machine,GreenMotion,2023-03-08,132630.03,Mixed Materials,89.9,Bengaluru,58,2027-12-12,Warranty Return,Fair,Online Platform,Passed,Refurbished,11746.34,40624.81,B2B Reseller,2027-12-31,Not Recycled,0.0,69.86,94.48,Resold,40.0,18268.07
EC100944,Automotive,Alternator,GreenMotion,2023-04-04,202590.53,Copper,28.89,Bengaluru,24,2025-03-24,End of Use,Good,Online Platform,Passed,Refurbished,17427.68,133538.57,Retail Store,2025-04-29,Not Recycled,0.0,25.86,28.93,Resold,40.0,99903.65
EC100945,Home Appliance,Washing Machine,NovaWorks,2022-03-23,125417.06,Lithium,6.34,Kolkata,72,2028-02-20,Warranty Return,Fair,Retailer,Failed,Not Refurbished,0.0,47431.16,Manufacturer Outlet,2028-03-01,Not Recycled,0.0,5.2,9.52,Resold,25.0,37397.8
EC100946,Home Appliance,Microwave,TerraMotive,2022-08-13,16723.33,Plastic,78.83,Bengaluru,18,2024-02-04,Trade-In,Good,Collection Center,Passed,Not Refurbished,0.0,8959.38,B2B Reseller,2024-02-28,Not Recycled,0.0,58.45,98.1,Resold,25.0,7621.51
EC100947,Electronics,Laptop,EcoTech,2022-06-02,79812.64,Glass,5.48,Delhi,44,2026-01-12,Defect,Good,Corporate Buyback,Passed,Refurbished,12400.5,47873.17,Online Marketplace,2026-03-25,Not Recycled,0.0,5.16,6.01,Resold,40.0,29087.66
EC100948,Industrial Equipment,Motor Controller,TerraMotive,2024-12-03,67264.11,Glass,34.6,Chennai,43,2028-06-15,Defect,Fair,Corporate Buyback,Passed,Refurbished,3322.89,18036.45,Retail Store,2028-06-26,Not Recycled,0.0,33.05,52.01,Resold,40.0,9332.43
EC100949,Home Appliance,Vacuum Cleaner,GreenMotion,2023-03-27,88288.55,Copper,75.46,Bengaluru,28,2025-07-14,End of Use,Excellent,Collection Center,Passed,Refurbished,4906.54,67219.69,Export Market,2025-09-22,Not Recycled,0.0,74.25,74.74,Resold,40.0,55250.07
EC100950,Home Appliance,Washing Machine,ReGen Industries,2022-05-18,96903.06,Copper,83.95,Kolkata,65,2027-09-19,Warranty Return,Fair,Corporate Buyback,Passed,Not Refurbished,0.0,48342.12,Export Market,2027-11-18,Not Recycled,0.0,59.33,118.72,Resold,25.0,40589.88
EC100951,Home Appliance,Air Conditioner,CircularX,2024-12-22,125777.82,Copper,27.82,Delhi,26,2027-02-10,End of Use,Good,Retailer,Passed,Refurbished,16909.2,58372.92,Export Market,2027-04-20,Not Recycled,0.0,22.56,37.29,Resold,40.0,31401.49
EC100952,Industrial Equipment,Control Panel,CircularX,2023-03-25,133864.58,Aluminum,21.94,Delhi,17,2024-08-16,End of Use,Fair,Collection Center,Passed,Refurbished,14757.91,51792.74,Online Marketplace,2024-10-16,Recycled,17.69,3.31,45.92,Resold,90.31,26325.66
EC100953,Automotive,Alternator,GreenMotion,2022-09-20,63365.64,Glass,38.51,Kolkata,64,2027-12-23,Trade-In,Fair,Corporate Buyback,Passed,Refurbished,7867.17,28340.93,Online Marketplace,2028-02-05,Not Recycled,0.0,31.01,42.0,Resold,40.0,15404.51
EC100954,Automotive,Infotainment Unit,TerraMotive,2023-10-13,56758.38,Glass,6.47,Pune,55,2028-04-19,Trade-In,Good,Collection Center,Passed,Refurbished,9007.9,27908.52,B2B Reseller,2028-05-02,Not Recycled,0.0,4.62,5.69,Resold,40.0,14359.95
EC100955,Electronics,Tablet,ReGen Industries,2024-04-19,151380.16,Copper,5.68,Pune,31,2026-11-05,Warranty Return,Poor,Retailer,Failed,Not Refurbished,0.0,0.0,N/A,,Recycled,4.05,1.46,11.72,Recycled,45.65,0.0
EC100956,Electronics,Smartwatch,EcoTech,2023-11-07,87532.62,Lithium,1.63,Delhi,19,2025-05-30,Warranty Return,Good,Corporate Buyback,Failed,Not Refurbished,0.0,50956.77,B2B Reseller,2025-06-08,Not Recycled,0.0,1.54,2.44,Resold,25.0,43954.16
EC100957,Electronics,Smartphone,GreenMotion,2023-03-08,31049.03,Lithium,5.81,Mumbai,49,2027-03-17,Warranty Return,Good,Retailer,Passed,Refurbished,4573.27,21112.34,Retail Store,2027-05-13,Not Recycled,0.0,4.16,3.23,Resold,40.0,14055.15
EC100958,Automotive,Infotainment Unit,ReGen Industries,2023-03-18,92168.26,Copper,41.59,Bengaluru,73,2029-03-16,Customer Return,Excellent,Retailer,Passed,Not Refurbished,0.0,73666.66,Export Market,2029-03-25,Not Recycled,0.0,29.22,57.03,Resold,25.0,66293.2
EC100959,Industrial Equipment,Pump,TerraMotive,2022-11-18,131445.89,Aluminum,55.08,Bengaluru,39,2026-01-31,End of Use,Fair,Manufacturer Take-Back,Passed,Refurbished,15854.15,45820.1,Manufacturer Outlet,2026-03-10,Recycled,30.32,18.22,177.42,Resold,77.52,19450.28
EC100960,Industrial Equipment,Power Supply,TerraMotive,2023-07-07,80966.21,Mixed Materials,44.11,Hyderabad,13,2024-07-31,Upgrade,Good,Manufacturer Take-Back,Passed,Refurbished,3959.34,40321.5,Online Marketplace,2024-09-29,Recycled,39.08,4.61,193.36,Resold,94.3,29884.86
EC100961,Industrial Equipment,Power Supply,EcoTech,2025-05-25,178337.83,Mixed Materials,13.35,Mumbai,42,2028-11-05,End of Use,Excellent,Collection Center,Passed,Not Refurbished,0.0,151495.24,Export Market,2028-12-17,Not Recycled,0.0,10.47,10.21,Resold,25.0,137228.21
EC100962,Industrial Equipment,Pump,CircularX,2024-05-29,108638.85,Plastic,54.34,Chennai,14,2025-07-23,Defect,Good,Collection Center,Passed,Refurbished,13083.43,53990.89,Manufacturer Outlet,2025-10-06,Not Recycled,0.0,48.22,44.39,Resold,40.0,32216.35
EC100963,Industrial Equipment,Control Panel,ReGen Industries,2025-01-24,63240.95,Mixed Materials,11.55,Chennai,16,2026-05-19,Trade-In,Poor,Retailer,Failed,Not Refurbished,0.0,0.0,N/A,,Recycled,8.19,2.6,23.3,Recycled,45.45,0.0
EC100964,Industrial Equipment,Power Supply,EcoTech,2024-01-28,136551.27,Copper,58.3,Hyderabad,64,2029-05-01,Warranty Return,Good,Manufacturer Take-Back,Passed,Refurbished,19571.08,80765.4,Retail Store,2029-07-27,Not Recycled,0.0,43.56,74.05,Resold,40.0,50270.22
EC100965,Industrial Equipment,Sensor Module,EcoTech,2022-06-21,120603.11,Steel,53.49,Coimbatore,21,2024-03-12,Trade-In,Good,Corporate Buyback,Passed,Refurbished,17866.3,76904.65,B2B Reseller,2024-05-30,Not Recycled,0.0,45.28,52.87,Resold,40.0,49390.1
EC100966,Industrial Equipment,Control Panel,GreenMotion,2023-11-23,177211.54,Glass,40.37,Coimbatore,22,2025-09-13,Upgrade,Excellent,Online Platform,Passed,Refurbished,14034.2,137279.2,Export Market,2025-09-20,Not Recycled,0.0,28.94,47.44,Resold,40.0,109068.08
EC100967,Industrial Equipment,Control Panel,CircularX,2023-04-28,66557.33,Glass,26.86,Bengaluru,44,2026-12-08,Trade-In,Good,Collection Center,Passed,Refurbished,3977.87,41417.68,Manufacturer Outlet,2026-12-25,Not Recycled,0.0,22.95,26.31,Resold,40.0,32115.22
EC100968,Home Appliance,Washing Machine,CircularX,2024-11-30,94894.07,Steel,9.28,Hyderabad,18,2026-05-24,Defect,Excellent,Retailer,Passed,Refurbished,4629.83,77097.97,Export Market,2026-06-04,Not Recycled,0.0,8.59,14.61,Resold,40.0,64876.61
EC100969,Industrial Equipment,Power Supply,TerraMotive,2025-01-25,123795.52,Glass,29.14,Mumbai,56,2029-09-01,Trade-In,Fair,Manufacturer Take-Back,Passed,Refurbished,5521.7,50182.51,Export Market,2029-10-15,Not Recycled,0.0,27.2,30.2,Resold,40.0,34757.17
EC100970,Automotive,Electric Motor,NovaWorks,2025-02-28,74040.2,Plastic,48.92,Mumbai,24,2027-02-18,Defect,Fair,Online Platform,Passed,Refurbished,10700.0,24846.67,Manufacturer Outlet,2027-05-14,Not Recycled,0.0,45.54,89.24,Resold,40.0,8223.45
EC100971,Industrial Equipment,Power Supply,CircularX,2022-10-05,99728.06,Plastic,31.54,Bengaluru,24,2024-09-24,Warranty Return,Good,Collection Center,Failed,Not Refurbished,0.0,63559.57,Online Marketplace,2024-11-23,Recycled,29.52,1.46,109.14,Resold,81.8,55581.33
EC100972,Automotive,Starter Battery,EcoTech,2025-11-22,125034.88,Steel,46.89,Delhi,15,2027-02-15,Warranty Return,Good,Collection Center,Passed,Not Refurbished,0.0,59193.31,Export Market,2027-04-22,Not Recycled,0.0,43.63,45.37,Resold,25.0,49190.52
EC100973,Home Appliance,Air Conditioner,NovaWorks,2022-01-29,56342.3,Glass,75.89,Kolkata,27,2024-04-18,End of Use,Excellent,Online Platform,Passed,Refurbished,8210.91,39514.68,B2B Reseller,2024-07-08,Not Recycled,0.0,66.62,115.14,Resold,40.0,26796.39
EC100974,Home Appliance,Washing Machine,ReGen Industries,2022-11-09,70948.02,Lithium,62.99,Kolkata,16,2024-03-03,Customer Return,Good,Retailer,Passed,Refurbished,5198.43,49604.79,B2B Reseller,2024-03-23,Recycled,53.56,8.42,173.57,Resold,92.51,38730.52
EC100975,Automotive,Electric Motor,ReGen Industries,2024-08-27,24273.49,Glass,42.46,Hyderabad,29,2027-01-14,Defect,Fair,Manufacturer Take-Back,Passed,Refurbished,2536.23,11170.57,Retail Store,2027-02-01,Not Recycled,0.0,30.15,36.33,Resold,40.0,6692.46
EC100976,Home Appliance,Microwave,GreenMotion,2022-01-01,75381.85,Mixed Materials,9.3,Coimbatore,44,2025-08-13,Upgrade,Poor,Manufacturer Take-Back,Failed,Not Refurbished,0.0,0.0,N/A,,Recycled,5.95,3.27,16.53,Recycled,41.99,0.0
EC100977,Industrial Equipment,Pump,NovaWorks,2023-09-12,104189.93,Plastic,55.92,Mumbai,67,2029-03-14,Upgrade,Excellent,Retailer,Passed,Refurbished,13522.67,86541.21,Export Market,2029-05-09,Not Recycled,0.0,41.49,63.57,Resold,40.0,64683.35
EC100978,Automotive,Electric Motor,TerraMotive,2025-05-24,206603.14,Aluminum,41.59,Mumbai,30,2027-11-10,Defect,Good,Online Platform,Passed,Refurbished,11762.98,93012.19,Online Marketplace,2028-01-27,Not Recycled,0.0,39.22,60.34,Resold,40.0,64720.96
EC100979,Industrial Equipment,Control Panel,GreenMotion,2022-02-21,165484.8,Steel,13.31,Kolkata,49,2026-03-02,Trade-In,Fair,Online Platform,Passed,Refurbished,8182.2,66349.27,B2B Reseller,2026-05-19,Not Recycled,0.0,9.97,12.67,Resold,40.0,44928.29
EC100980,Home Appliance,Washing Machine,NovaWorks,2024-06-24,77557.79,Steel,55.15,Mumbai,49,2028-07-03,Warranty Return,Good,Retailer,Failed,Not Refurbished,0.0,49280.95,Export Market,2028-08-18,Not Recycled,0.0,43.61,40.67,Resold,25.0,43076.33
EC100981,Electronics,Smartwatch,EcoTech,2022-03-10,127603.77,Plastic,1.16,Chennai,38,2025-04-23,Customer Return,Good,Collection Center,Passed,Refurbished,8889.48,81295.57,Manufacturer Outlet,2025-06-01,Not Recycled,0.0,0.9,2.13,Resold,40.0,62197.79
EC100982,Industrial Equipment,Pump,GreenMotion,2024-08-27,43395.02,Steel,37.22,Hyderabad,72,2030-07-27,Upgrade,Excellent,Manufacturer Take-Back,Passed,Refurbished,3774.69,34397.69,Online Marketplace,2030-08-22,Not Recycled,0.0,33.42,34.38,Resold,40.0,27151.4
EC100983,Industrial Equipment,Motor Controller,GreenMotion,2024-06-27,74264.24,Aluminum,7.07,Chennai,84,2031-05-22,Customer Return,Fair,Manufacturer Take-Back,Passed,Refurbished,7461.08,31725.05,B2B Reseller,2031-07-03,Not Recycled,0.0,5.48,7.08,Resold,40.0,18322.83
EC100984,Automotive,Starter Battery,ReGen Industries,2024-01-21,23199.97,Lithium,26.9,Hyderabad,69,2029-09-21,Upgrade,Fair,Collection Center,Passed,Refurbished,3426.07,8805.65,B2B Reseller,2029-10-05,Recycled,19.7,5.11,95.49,Resold,86.62,3523.58
EC100985,Electronics,Laptop,EcoTech,2022-04-02,170718.01,Copper,3.99,Mumbai,38,2025-05-16,Warranty Return,Good,Retailer,Passed,Refurbished,25762.41,77864.1,B2B Reseller,2025-08-12,Not Recycled,0.0,3.49,3.31,Resold,40.0,38444.25
EC100986,Automotive,EV Battery,GreenMotion,2024-08-12,104635.26,Plastic,49.62,Bengaluru,75,2030-10-10,Customer Return,Fair,Manufacturer Take-Back,Passed,Refurbished,4194.41,50665.79,Retail Store,2030-10-31,Not Recycled,0.0,37.18,44.42,Resold,40.0,38100.56
EC100987,Automotive,Electric Motor,TerraMotive,2022-02-11,25639.67,Glass,10.98,Delhi,24,2024-02-01,Upgrade,Poor,Retailer,Failed,Not Refurbished,0.0,0.0,N/A,,Recycled,7.42,2.62,13.51,Recycled,43.79,0.0
EC100988,Industrial Equipment,Motor Controller,TerraMotive,2023-05-21,155276.67,Glass,16.16,Mumbai,42,2026-11-01,Customer Return,Excellent,Retailer,Passed,Refurbished,10367.95,102684.95,Retail Store,2026-12-17,Recycled,9.56,5.47,41.52,Resold,79.58,79894.87
EC100989,Automotive,Starter Battery,NovaWorks,2023-10-09,69205.74,Lithium,70.66,Pune,55,2028-04-15,Defect,Poor,Retailer,Failed,Not Refurbished,0.0,0.0,N/A,,Recycled,54.88,12.72,145.07,Recycled,48.83,0.0
EC100990,Home Appliance,Air Conditioner,ReGen Industries,2025-11-29,113223.21,Plastic,42.29,Coimbatore,59,2030-10-04,End of Use,Fair,Manufacturer Take-Back,Passed,Refurbished,17356.14,37815.03,Retail Store,2030-11-24,Not Recycled,0.0,36.72,33.86,Resold,40.0,11401.03
EC100991,Electronics,Smartwatch,NovaWorks,2022-11-15,81462.25,Copper,1.77,Pune,71,2028-09-14,Warranty Return,Fair,Retailer,Passed,Refurbished,4805.81,29645.35,B2B Reseller,2028-12-12,Not Recycled,0.0,1.56,1.9,Resold,40.0,18322.56
EC100992,Automotive,EV Battery,GreenMotion,2023-03-08,193558.01,Lithium,43.49,Coimbatore,36,2026-02-20,Defect,Good,Collection Center,Passed,Refurbished,9304.12,109587.2,Retail Store,2026-05-04,Not Recycled,0.0,41.15,76.03,Resold,40.0,84798.44
EC100993,Industrial Equipment,Sensor Module,EcoTech,2024-02-02,93981.98,Plastic,7.99,Hyderabad,75,2030-04-01,Trade-In,Excellent,Corporate Buyback,Passed,Refurbished,7178.94,74207.99,Manufacturer Outlet,2030-04-21,Not Recycled,0.0,7.49,9.94,Resold,40.0,59510.49
EC100994,Industrial Equipment,Control Panel,CircularX,2025-08-19,81590.21,Plastic,25.22,Coimbatore,15,2026-11-12,Defect,Good,Online Platform,Passed,Refurbished,4598.79,40727.56,Export Market,2026-12-12,Not Recycled,0.0,18.07,12.96,Resold,40.0,29601.55
EC100995,Industrial Equipment,Pump,ReGen Industries,2023-05-14,116633.93,Copper,19.67,Delhi,35,2026-03-29,Customer Return,Poor,Online Platform,Failed,Not Refurbished,0.0,0.0,N/A,,Recycled,12.34,5.89,31.76,Recycled,41.37,0.0
EC100996,Industrial Equipment,Pump,CircularX,2022-03-24,152665.35,Plastic,2.89,Kolkata,32,2024-11-08,Warranty Return,Poor,Manufacturer Take-Back,Failed,Not Refurbished,0.0,0.0,N/A,,Recycled,2.62,0.23,8.2,Recycled,55.33,0.0
EC100997,Automotive,Electric Motor,ReGen Industries,2025-04-29,96184.1,Copper,49.25,Pune,6,2025-10-26,Defect,Excellent,Corporate Buyback,Passed,Refurbished,4471.19,71315.32,Export Market,2026-01-17,Not Recycled,0.0,42.6,32.36,Resold,40.0,59149.4
EC100998,Home Appliance,Refrigerator,GreenMotion,2023-11-14,126057.47,Glass,21.27,Coimbatore,9,2024-08-10,Upgrade,Good,Online Platform,Passed,Not Refurbished,0.0,66703.39,Online Marketplace,2024-09-30,Not Recycled,0.0,17.44,26.7,Resold,25.0,56618.79
EC100999,Home Appliance,Refrigerator,GreenMotion,2023-09-10,123221.75,Steel,41.41,Delhi,42,2027-02-21,Upgrade,Good,Retailer,Passed,Refurbished,17479.27,77200.22,Online Marketplace,2027-03-11,Not Recycled,0.0,35.08,75.67,Resold,40.0,49863.21
EC101000,Industrial Equipment,Power Supply,TerraMotive,2022-07-24,108093.47,Plastic,14.05,Pune,63,2027-09-26,Warranty Return,Good,Collection Center,Passed,Refurbished,14741.35,49835.02,Online Marketplace,2027-11-20,Not Recycled,0.0,14.02,23.8,Resold,40.0,26446.19
EC101001,Industrial Equipment,Power Supply,ReGen Industries,2022-10-01,77111.8,Plastic,30.04,Bengaluru,54,2027-03-09,End of Use,Fair,Online Platform,Passed,Refurbished,6905.31,29639.73,B2B Reseller,2027-05-09,Not Recycled,0.0,21.47,26.05,Resold,40.0,16565.48
EC101002,Industrial Equipment,Sensor Module,CircularX,2023-03-31,125699.13,Aluminum,8.15,Bengaluru,80,2029-10-25,Defect,Excellent,Retailer,Passed,Refurbished,11226.85,97990.94,Retail Store,2029-11-01,Not Recycled,0.0,7.45,5.05,Resold,40.0,76708.16
EC101003,Home Appliance,Microwave,NovaWorks,2022-04-01,141953.6,Steel,25.68,Mumbai,30,2024-09-17,End of Use,Fair,Collection Center,Passed,Refurbished,20387.23,62903.99,Manufacturer Outlet,2024-10-17,Not Recycled,0.0,19.28,42.47,Resold,40.0,31160.47
EC101004,Industrial Equipment,Motor Controller,NovaWorks,2024-05-13,111442.91,Plastic,20.89,Bengaluru,25,2026-06-02,Defect,Good,Collection Center,Passed,Refurbished,6087.76,64351.51,Manufacturer Outlet,2026-08-07,Not Recycled,0.0,18.29,25.34,Resold,40.0,49348.32
EC101005,Electronics,Laptop,TerraMotive,2022-09-21,73070.43,Plastic,5.18,Coimbatore,76,2028-12-18,Warranty Return,Poor,Collection Center,Failed,Not Refurbished,0.0,0.0,N/A,,Recycled,3.19,1.62,6.13,Recycled,40.79,0.0
EC101006,Electronics,Monitor,CircularX,2025-10-04,134450.25,Glass,7.47,Delhi,54,2030-03-12,Trade-In,Good,Manufacturer Take-Back,Passed,Refurbished,20708.75,62629.03,Manufacturer Outlet,2030-06-08,Recycled,5.91,1.12,34.38,Resold,89.56,31164.26
EC101007,Automotive,Electric Motor,NovaWorks,2022-08-17,153208.37,Plastic,62.7,Mumbai,25,2024-09-05,Trade-In,Good,Corporate Buyback,Passed,Refurbished,6837.84,102606.75,Retail Store,2024-09-22,Recycled,42.38,15.01,210.75,Resold,83.8,83512.24
EC101008,Industrial Equipment,Pump,TerraMotive,2024-08-09,15265.0,Aluminum,17.22,Delhi,39,2027-10-23,Upgrade,Excellent,Manufacturer Take-Back,Passed,Refurbished,1380.57,12654.99,B2B Reseller,2027-11-05,Not Recycled,0.0,17.13,12.79,Resold,40.0,10053.22
EC101009,Industrial Equipment,Control Panel,NovaWorks,2023-08-30,163994.4,Glass,31.46,Chennai,6,2024-02-26,Warranty Return,Good,Online Platform,Passed,Refurbished,24698.74,104852.65,Export Market,2024-03-06,Not Recycled,0.0,28.93,25.18,Resold,40.0,67034.36
EC101010,Electronics,Tablet,GreenMotion,2022-03-16,47449.12,Glass,5.55,Coimbatore,71,2028-01-14,Customer Return,Good,Collection Center,Passed,Not Refurbished,0.0,26555.75,Manufacturer Outlet,2028-02-02,Recycled,4.79,0.71,23.07,Resold,78.15,22759.82
EC101011,Automotive,Infotainment Unit,GreenMotion,2025-11-12,187401.6,Copper,49.8,Bengaluru,82,2032-08-07,Defect,Good,Corporate Buyback,Passed,Not Refurbished,0.0,97168.28,Manufacturer Outlet,2032-09-24,Not Recycled,0.0,39.56,45.31,Resold,25.0,82176.15
EC101012,Electronics,Tablet,GreenMotion,2023-09-11,47199.23,Glass,3.72,Mumbai,57,2028-05-17,Trade-In,Poor,Manufacturer Take-Back,Failed,Not Refurbished,0.0,0.0,N/A,,Recycled,2.2,1.39,7.84,Recycled,39.57,0.0
EC101013,Electronics,Monitor,EcoTech,2023-01-28,166992.16,Aluminum,4.61,Delhi,76,2029-04-26,End of Use,Good,Online Platform,Passed,Refurbished,21840.01,85890.98,Export Market,2029-06-03,Not Recycled,0.0,4.19,8.11,Resold,40.0,50691.6
EC101014,Industrial Equipment,Power Supply,GreenMotion,2024-06-13,86189.04,Mixed Materials,38.56,Mumbai,38,2027-07-28,Customer Return,Good,Retailer,Passed,Refurbished,10450.32,55424.73,B2B Reseller,2027-10-20,Not Recycled,0.0,32.47,45.67,Resold,40.0,38079.29
EC101015,Electronics,Monitor,GreenMotion,2022-02-08,162207.35,Steel,4.06,Pune,56,2026-09-15,Customer Return,Fair,Retailer,Passed,Refurbished,22086.52,57198.56,Online Marketplace,2026-12-12,Not Recycled,0.0,3.12,7.06,Resold,40.0,22135.45
EC101016,Automotive,Starter Battery,ReGen Industries,2025-06-06,63981.77,Aluminum,40.28,Kolkata,39,2028-08-19,Customer Return,Fair,Corporate Buyback,Passed,Refurbished,5273.2,26267.87,Manufacturer Outlet,2028-11-15,Not Recycled,0.0,31.16,68.14,Resold,40.0,15876.13
EC101017,Electronics,Tablet,GreenMotion,2023-10-17,28626.73,Plastic,2.28,Kolkata,47,2027-08-27,Trade-In,Fair,Retailer,Passed,Refurbished,2335.26,14120.46,B2B Reseller,2027-09-29,Not Recycled,0.0,2.27,1.28,Resold,40.0,9495.06
EC101018,Industrial Equipment,Motor Controller,ReGen Industries,2025-03-16,129860.76,Glass,27.61,Delhi,13,2026-04-10,Customer Return,Excellent,Collection Center,Passed,Refurbished,16219.96,85219.17,B2B Reseller,2026-05-13,Not Recycled,0.0,26.53,19.08,Resold,40.0,58610.35
EC101019,Automotive,Infotainment Unit,CircularX,2025-10-13,53485.8,Copper,72.1,Chennai,62,2030-11-16,Upgrade,Fair,Retailer,Passed,Not Refurbished,0.0,24086.95,B2B Reseller,2031-01-07,Not Recycled,0.0,59.07,61.41,Resold,25.0,19808.09
EC101020,Industrial Equipment,Power Supply,EcoTech,2025-01-05,91710.16,Copper,33.56,Mumbai,19,2026-07-29,Trade-In,Fair,Corporate Buyback,Passed,Not Refurbished,0.0,28822.63,Retail Store,2026-09-24,Recycled,31.19,1.78,154.67,Resold,81.47,21485.82
EC101021,Home Appliance,Microwave,TerraMotive,2024-04-16,79951.97,Lithium,32.0,Delhi,48,2028-03-26,Defect,Good,Collection Center,Passed,Refurbished,8673.17,44684.94,Export Market,2028-05-18,Not Recycled,0.0,26.38,48.92,Resold,40.0,29615.61
EC101022,Industrial Equipment,Power Supply,EcoTech,2024-04-07,151656.12,Mixed Materials,15.75,Delhi,66,2029-09-08,Trade-In,Fair,Online Platform,Passed,Refurbished,16716.05,51932.28,Manufacturer Outlet,2029-10-07,Not Recycled,0.0,13.32,11.23,Resold,40.0,23083.74
EC101023,Home Appliance,Washing Machine,ReGen Industries,2025-04-03,43863.16,Copper,12.18,Bengaluru,56,2029-11-08,Trade-In,Fair,Collection Center,Passed,Not Refurbished,0.0,18211.19,Export Market,2029-12-13,Recycled,11.33,0.78,41.01,Resold,81.51,14702.14
EC101024,Industrial Equipment,Motor Controller,ReGen Industries,2025-06-02,156654.78,Plastic,27.16,Kolkata,34,2028-03-18,Defect,Good,Corporate Buyback,Passed,Refurbished,24615.07,91341.66,Export Market,2028-05-11,Recycled,24.77,1.73,82.89,Resold,95.6,54194.21
